"N_gen","Herit_African","Sex_ratio_African","N_mut_African","N_sub_African","Theta_African","Het_African","Herit_European","Sex_ratio_European","N_mut_European","N_sub_European","Theta_European","Het_European","Herit_Asian","Sex_ratio_Asian","N_mut_Asian","N_sub_Asian","Theta_Asian","Het_Asian","mr","ms"
105100,0.729462,0.519483,5716,743,0.526798,0.364601,0.684371,0.522407,7934,791,0.675948,0.276609,0.673326,0.533728,10182,792,0.845591,0.261495,2,4
105100,0.706148,0.528948,5657,703,0.521361,0.340519,0.645499,0.519533,7794,761,0.66402,0.234398,0.634726,0.519006,9915,768,0.823417,0.223037,2,4
105100,0.732654,0.517756,5715,717,0.526706,0.370061,0.691414,0.51407,8175,758,0.69648,0.265583,0.684213,0.524866,10130,769,0.841273,0.249044,2,4
105100,0.714107,0.529501,5473,760,0.504403,0.34803,0.681754,0.526931,7938,804,0.676289,0.261011,0.672628,0.525538,10080,817,0.83712,0.249873,2,4
105100,0.727408,0.512712,5632,709,0.519057,0.35612,0.684586,0.529577,7936,750,0.676118,0.263523,0.684406,0.526378,9847,758,0.81777,0.246623,2,4
105100,0.73155,0.503454,5633,758,0.519149,0.355438,0.682299,0.522635,7897,803,0.672795,0.269122,0.685252,0.525202,10180,822,0.845425,0.242055,2,4
105100,0.70776,0.519138,5545,743,0.511038,0.340988,0.645128,0.528269,7904,801,0.673392,0.235095,0.651038,0.51594,9991,813,0.829729,0.234738,2,4
105100,0.718946,0.527705,5584,693,0.514633,0.341227,0.678564,0.519818,8023,730,0.68353,0.244745,0.668323,0.525412,10273,740,0.853148,0.240815,2,4
105100,0.721702,0.524941,5654,681,0.521084,0.35723,0.665044,0.529777,7923,731,0.675011,0.257641,0.661474,0.527449,9842,747,0.817355,0.23897,2,4
105100,0.713873,0.533094,5616,750,0.517582,0.356976,0.679115,0.527017,7993,798,0.680974,0.256669,0.663132,0.520224,9914,810,0.823334,0.242398,2,4
105100,0.726332,0.518516,5603,736,0.516384,0.346751,0.67125,0.528525,7919,795,0.67467,0.248499,0.670524,0.527428,10043,802,0.834047,0.23295,2,4
105100,0.701946,0.542075,5641,745,0.519886,0.334811,0.6631,0.518054,7896,796,0.67271,0.235308,0.666161,0.523522,9879,814,0.820428,0.228274,2,4
105100,0.729534,0.533232,5763,689,0.53113,0.371738,0.695509,0.523716,7985,750,0.680293,0.272242,0.679284,0.523585,10022,768,0.832303,0.266007,2,4
105100,0.73153,0.538345,5729,785,0.527996,0.36011,0.674419,0.53322,7995,822,0.681145,0.253261,0.666162,0.525727,10042,835,0.833964,0.232205,2,4
105100,0.712874,0.529087,5568,714,0.513158,0.33835,0.660471,0.53026,7991,768,0.680804,0.243111,0.667295,0.519195,9957,771,0.826905,0.233319,2,4
105100,0.719867,0.522938,5581,721,0.514356,0.345098,0.691053,0.524655,7950,773,0.677311,0.249937,0.676099,0.529759,10123,782,0.840691,0.238375,2,4
105100,0.707219,0.519967,5609,687,0.516937,0.330958,0.63878,0.535154,7791,754,0.663765,0.221089,0.637539,0.522135,9766,763,0.811043,0.212482,2,4
105100,0.726992,0.527843,5588,743,0.515001,0.326484,0.708578,0.525253,7847,799,0.668536,0.244714,0.68487,0.529549,10048,806,0.834463,0.235192,2,4
105100,0.713821,0.532334,5635,726,0.519333,0.353263,0.684543,0.525822,7960,773,0.678163,0.250019,0.695639,0.53314,9928,771,0.824497,0.243564,2,4
105100,0.712918,0.528327,5672,736,0.522743,0.356098,0.690652,0.524228,8009,787,0.682337,0.273627,0.691222,0.526273,9967,790,0.827736,0.246875,2,4
105100,0.717226,0.523145,5723,713,0.527443,0.360026,0.684273,0.524399,7978,764,0.679696,0.277806,0.668807,0.524992,10089,778,0.837868,0.272865,2,4
105100,0.735577,0.529916,5616,733,0.517582,0.355282,0.681374,0.525309,8005,794,0.681997,0.257791,0.683736,0.525811,10082,803,0.837286,0.254788,2,4
105100,0.861568,0.532265,5642,721,0.519978,0.341283,0.832005,0.519334,7958,776,0.677992,0.261395,0.82706,0.521715,10048,778,0.834463,0.239591,2,8
105100,0.856891,0.52957,5709,704,0.526153,0.371843,0.835582,0.523261,8112,753,0.691113,0.266826,0.833199,0.527134,9957,759,0.826905,0.248971,2,8
105100,0.849522,0.52881,5634,745,0.519241,0.343167,0.828579,0.533476,7976,788,0.679526,0.256432,0.822918,0.53041,10049,799,0.834546,0.240575,2,8
105100,0.841054,0.533301,5474,690,0.504495,0.340392,0.818953,0.519505,7926,744,0.675266,0.24437,0.79726,0.528289,10088,760,0.837785,0.229506,2,8
105100,0.854117,0.530261,5459,754,0.503113,0.334327,0.822957,0.533476,7873,796,0.670751,0.251077,0.833484,0.525139,10068,799,0.836124,0.235947,2,8
105100,0.846529,0.530952,5595,710,0.515647,0.333496,0.807618,0.51666,7799,753,0.664446,0.246357,0.799555,0.531019,9820,757,0.815528,0.22659,2,8
105100,0.859788,0.526047,5626,645,0.518504,0.369226,0.840275,0.518281,7931,709,0.675692,0.2722,0.843147,0.521925,10077,716,0.836871,0.25708,2,8
105100,0.859027,0.519,5502,794,0.507076,0.345517,0.848421,0.520387,8057,855,0.686427,0.261405,0.848143,0.524866,9849,864,0.817936,0.260671,2,8
105100,0.839498,0.529225,5669,731,0.522467,0.345991,0.815292,0.523517,7957,774,0.677907,0.252781,0.80968,0.522975,9986,782,0.829314,0.239967,2,8
105100,0.841831,0.533439,5457,770,0.502928,0.334985,0.817174,0.519107,7811,810,0.665469,0.257716,0.816996,0.526777,9947,821,0.826075,0.241297,2,8
105100,0.869583,0.528672,5586,720,0.514817,0.343725,0.84068,0.533589,7872,771,0.670666,0.251902,0.840021,0.520014,9951,781,0.826407,0.239133,2,8
105100,0.862185,0.528948,5803,700,0.534816,0.349998,0.830426,0.522094,7794,765,0.66402,0.258725,0.829189,0.521358,9971,777,0.828068,0.240712,2,8
105100,0.858467,0.522661,5744,673,0.529379,0.354007,0.849789,0.521383,7881,719,0.671432,0.25144,0.839362,0.529318,10075,730,0.836705,0.234916,2,8
105100,0.856,0.537585,5610,712,0.517029,0.363811,0.825467,0.532594,7984,769,0.680208,0.257706,0.820683,0.526504,9942,779,0.82566,0.242866,2,8
105100,0.848142,0.517756,5581,725,0.514356,0.343011,0.834097,0.533191,7852,772,0.668962,0.252791,0.82039,0.516171,9996,792,0.830144,0.224044,2,8
105100,0.857777,0.51444,5716,773,0.526798,0.359921,0.843522,0.526817,8040,828,0.684979,0.269233,0.832374,0.524236,10094,837,0.838283,0.25186,2,8
105100,0.856103,0.523767,5657,757,0.521361,0.343847,0.830034,0.521724,7956,817,0.677822,0.260898,0.825828,0.530893,10032,827,0.833134,0.244126,2,8
105100,0.867052,0.524734,5657,684,0.521361,0.352934,0.840601,0.522521,7951,721,0.677396,0.26283,0.833581,0.527386,10098,729,0.838615,0.245983,2,8
105100,0.861611,0.533854,5774,698,0.532144,0.361469,0.830301,0.526391,7841,753,0.668025,0.250043,0.821251,0.520161,10097,766,0.838532,0.229252,2,8
105100,0.857894,0.511607,5639,697,0.519702,0.358047,0.844503,0.526903,8142,756,0.693669,0.254715,0.835669,0.525685,9889,761,0.821258,0.249138,2,8
105100,0.853872,0.520105,5534,765,0.510025,0.339997,0.829198,0.528069,7878,827,0.671177,0.259585,0.826961,0.523753,10096,844,0.838449,0.238337,2,8
105100,0.853399,0.518516,5593,762,0.515462,0.350917,0.836796,0.532764,7994,803,0.68106,0.26116,0.827367,0.523732,10089,820,0.837868,0.244214,2,8
105100,0.863952,0.524527,5540,732,0.510578,0.340203,0.827836,0.532081,8004,779,0.681912,0.261194,0.811025,0.529591,10026,777,0.832636,0.247299,2,8
105100,0.853344,0.532196,5709,728,0.526153,0.347022,0.834305,0.531256,7888,777,0.672029,0.255438,0.827741,0.529591,9876,784,0.820178,0.238629,2,8
105100,0.864674,0.529087,5622,719,0.518135,0.361454,0.841197,0.529663,8025,776,0.683701,0.273688,0.83768,0.519552,10129,785,0.84119,0.256822,2,8
105100,0.863753,0.533992,5532,743,0.50984,0.335295,0.839942,0.535382,7985,790,0.680293,0.256298,0.832884,0.532762,9841,811,0.817272,0.231368,2,8
105100,0.851947,0.527083,5567,756,0.513066,0.333046,0.827283,0.52696,8001,803,0.681656,0.237632,0.819559,0.522471,9983,815,0.829065,0.215627,2,8
105100,0.840563,0.526392,5588,748,0.515001,0.35601,0.82046,0.524057,7955,813,0.677737,0.253093,0.823261,0.522639,9951,824,0.826407,0.234493,2,8
105100,0.844387,0.526945,5704,727,0.525692,0.345862,0.825502,0.527443,8102,768,0.690261,0.248507,0.810848,0.524635,10005,784,0.830892,0.227783,2,8
105100,0.857936,0.522523,5635,726,0.519333,0.353075,0.83938,0.518224,8054,780,0.686171,0.258754,0.831061,0.520896,10221,781,0.84883,0.249209,2,8
105100,0.929588,0.529087,5833,710,0.537581,0.359353,0.912774,0.529151,8006,751,0.682082,0.276547,0.911662,0.522597,9997,758,0.830227,0.264413,2,16
105100,0.919878,0.523974,5783,682,0.532973,0.36911,0.909796,0.519021,8116,748,0.691453,0.27073,0.908032,0.525265,10005,755,0.830892,0.253731,2,16
105100,0.926654,0.536341,5690,723,0.524402,0.3495,0.906618,0.522493,7862,781,0.669814,0.242493,0.896857,0.527092,10007,786,0.831058,0.221477,2,16
105100,0.915577,0.532541,5771,773,0.531867,0.346172,0.909146,0.523602,7812,834,0.665554,0.253924,0.910877,0.531271,9759,844,0.810462,0.24206,2,16
105100,0.92531,0.521072,5624,706,0.518319,0.350565,0.905386,0.524712,7993,764,0.680974,0.263258,0.906324,0.529549,9990,775,0.829646,0.246226,2,16
105100,0.915552,0.515476,5683,746,0.523757,0.358654,0.902545,0.525935,7864,808,0.669984,0.25713,0.890917,0.523774,10001,814,0.830559,0.246459,2,16
105100,0.92129,0.513542,5684,719,0.523849,0.353929,0.905553,0.519533,7951,787,0.677396,0.251421,0.910501,0.537004,9993,793,0.829895,0.243242,2,16
105100,0.922776,0.526945,5548,736,0.511315,0.354639,0.906199,0.526504,7955,788,0.677737,0.251086,0.903919,0.524425,9847,792,0.81777,0.231678,2,16
105100,0.920622,0.538137,5682,703,0.523665,0.354635,0.904866,0.526675,7946,760,0.67697,0.252275,0.897927,0.525097,9947,776,0.826075,0.242346,2,16
105100,0.913894,0.529639,5506,691,0.507444,0.334312,0.900647,0.527728,7928,747,0.675437,0.232789,0.899566,0.530032,10019,753,0.832054,0.240969,2,16
105100,0.924334,0.522385,5755,724,0.530393,0.357994,0.910576,0.528098,8109,786,0.690857,0.261735,0.909971,0.524467,10094,795,0.838283,0.253948,2,16
105100,0.913147,0.527498,5682,742,0.523665,0.360924,0.904154,0.533305,7786,797,0.663339,0.246641,0.905856,0.53398,9866,816,0.819348,0.23102,2,16
105100,0.921711,0.512989,5568,718,0.513158,0.335747,0.898848,0.5277,7852,765,0.668962,0.242501,0.900654,0.526315,9724,777,0.807555,0.230523,2,16
105100,0.923893,0.519414,5661,727,0.521729,0.355652,0.909844,0.525736,8035,783,0.684553,0.256525,0.908722,0.530473,9901,808,0.822255,0.24077,2,16
105100,0.923698,0.519552,5633,713,0.519149,0.362862,0.901432,0.532337,7933,779,0.675863,0.257761,0.902877,0.521379,10036,785,0.833466,0.237446,2,16
105100,0.919917,0.514025,5754,806,0.5303,0.355584,0.909327,0.528809,7748,864,0.660101,0.256702,0.901191,0.517368,10221,874,0.84883,0.233188,2,16
105100,0.921046,0.527014,5583,718,0.514541,0.35511,0.906911,0.515692,8008,765,0.682252,0.269048,0.903453,0.528562,10265,767,0.852484,0.248788,2,16
105100,0.921719,0.524527,5584,735,0.514633,0.340656,0.914131,0.533504,7955,791,0.677737,0.261853,0.910921,0.527848,10039,781,0.833715,0.256496,2,16
105100,0.918678,0.526323,5645,722,0.520255,0.343135,0.908412,0.520956,7842,782,0.66811,0.241502,0.902458,0.526651,10013,786,0.831556,0.226374,2,16
105100,0.921272,0.520174,5595,731,0.515647,0.354496,0.909777,0.520643,7969,776,0.67893,0.263631,0.906892,0.531208,9847,783,0.81777,0.244577,2,16
105100,0.916167,0.515683,5524,795,0.509103,0.33189,0.896719,0.519903,8005,852,0.681997,0.245789,0.898971,0.529612,9950,861,0.826324,0.238733,2,16
105100,0.91571,0.532956,5615,669,0.51749,0.339651,0.901936,0.523175,7882,728,0.671518,0.254013,0.905294,0.523353,9905,745,0.822587,0.244243,2,16
105100,0.924854,0.520036,5546,742,0.511131,0.363279,0.911781,0.53063,8181,795,0.696991,0.271424,0.910561,0.522072,9923,815,0.824082,0.254605,2,16
105100,0.923816,0.521418,5676,779,0.523112,0.332611,0.906007,0.525253,7865,832,0.670069,0.233393,0.898549,0.518985,9911,840,0.823085,0.222413,2,16
105100,0.922538,0.532196,5647,783,0.520439,0.343126,0.905483,0.530374,7944,828,0.6768,0.256627,0.899485,0.519699,9953,834,0.826573,0.245777,2,16
105100,0.919576,0.527705,5641,734,0.519886,0.353671,0.909191,0.519619,7991,786,0.680804,0.256457,0.905747,0.530578,10221,790,0.84883,0.234036,2,16
105100,0.921729,0.524527,5626,745,0.518504,0.339134,0.899568,0.524854,8032,794,0.684297,0.243921,0.899877,0.524593,10051,801,0.834712,0.23292,2,16
105100,0.923179,0.516098,5699,715,0.525231,0.346465,0.902244,0.525423,7945,766,0.676885,0.268867,0.904273,0.525412,9978,774,0.828649,0.255941,2,16
105100,0.923758,0.522869,5730,714,0.528088,0.362339,0.909047,0.532366,7837,789,0.667684,0.26428,0.907072,0.529633,10199,801,0.847003,0.247564,2,16
105100,0.92188,0.523974,5756,673,0.530485,0.359333,0.90236,0.527074,7896,726,0.67271,0.254611,0.898532,0.534148,10122,739,0.840608,0.247049,2,16
105100,0.000433738,0.527774,562,76,0.0517951,0.0355185,0.000206299,0.520472,799,82,0.0680719,0.0228157,0.00021782,0.525937,989,82,0.0821341,0.023015,3,125
105100,0.000427111,0.526254,506,72,0.046634,0.0329153,0.000371019,0.52181,777,82,0.0661976,0.0231164,0.000399247,0.533287,1005,80,0.0834629,0.0221105,3,125
105100,0.000613258,0.518654,603,63,0.0555737,0.0402766,0.000392791,0.519875,809,70,0.0689238,0.0307525,0.000419465,0.521337,1075,72,0.0892762,0.0300554,3,125
105100,0.000438604,0.528672,567,61,0.0522559,0.0293888,0.000275964,0.537061,753,67,0.0641528,0.0200617,0.000250239,0.537571,946,67,0.0785631,0.0205907,3,125
105100,0.000491557,0.527705,558,77,0.0514264,0.0401473,0.000371724,0.524314,821,81,0.0699462,0.0319933,0.000360545,0.521715,1083,81,0.0899406,0.0272549,3,125
105100,0.000689308,0.523214,606,63,0.0558502,0.035866,0.000674451,0.520188,774,72,0.065942,0.0266409,0.000511614,0.514974,1054,71,0.0875322,0.0215588,3,125
105100,0.000460627,0.525079,539,68,0.0496753,0.0348303,0.000254969,0.521241,791,75,0.0673903,0.0273036,0.000241246,0.527785,986,79,0.081885,0.0229471,3,125
105100,0.000313107,0.516996,528,80,0.0486616,0.0320956,0.000171155,0.522891,803,81,0.0684127,0.0245674,0.000164871,0.525832,977,80,0.0811375,0.0225496,3,125
105100,0.000513297,0.524043,561,61,0.0517029,0.03166,0.000360923,0.519192,778,67,0.0662828,0.0241593,0.000284976,0.531754,1017,68,0.0844594,0.0226312,3,125
105100,0.000355121,0.524941,585,80,0.0539148,0.0320635,0.000293904,0.548528,785,85,0.0668791,0.0225733,0.000259461,0.537172,1013,87,0.0841273,0.0233518,3,125
105100,0.000388754,0.520865,616,79,0.0567718,0.0395263,0.000402991,0.517513,793,84,0.0675607,0.0308847,0.000315947,0.517746,992,86,0.0823833,0.0250085,3,125
105100,0.000589836,0.529018,582,67,0.0536383,0.0369244,0.000446736,0.536975,775,70,0.0660272,0.0251718,0.000373035,0.529045,998,70,0.0828815,0.0243234,3,125
105100,0.000551704,0.519069,553,73,0.0509656,0.0335652,0.000362339,0.526448,808,76,0.0688386,0.0246432,0.000256825,0.529486,978,81,0.0812206,0.0204731,3,125
105100,0.000534113,0.526669,575,63,0.0529932,0.0368944,0.000416105,0.520785,770,64,0.0656012,0.0267967,0.000350306,0.526672,1023,69,0.0849577,0.0249485,3,125
105100,0.000410712,0.535719,544,71,0.0501361,0.0366227,0.000319182,0.531996,802,80,0.0683275,0.0281563,0.000251827,0.536836,1000,81,0.0830476,0.0273498,3,125
105100,0.000478424,0.524872,550,68,0.0506891,0.035624,0.000364731,0.529777,815,72,0.069435,0.0232702,0.000244597,0.53104,941,75,0.0781478,0.0218186,3,125
105100,0.000575553,0.518792,535,71,0.0493067,0.0378861,0.000492812,0.530858,801,76,0.0682423,0.0255746,0.000473454,0.522744,1033,78,0.0857882,0.0228353,3,125
105100,0.000545428,0.519552,575,79,0.0529932,0.0366987,0.000412056,0.529606,818,82,0.0696906,0.0258151,0.000408381,0.526966,993,86,0.0824663,0.0278135,3,125
105100,0.000545835,0.519552,573,82,0.0528088,0.0395531,0.000360846,0.518253,762,88,0.0649196,0.0283212,0.000324712,0.516444,1048,89,0.0870339,0.0271326,3,125
105100,0.000494135,0.529639,567,74,0.0522559,0.0330955,0.000285976,0.534557,767,79,0.0653456,0.0215212,0.000302844,0.529675,979,79,0.0813036,0.0224016,3,125
105100,0.000637878,0.52204,571,85,0.0526245,0.041625,0.000379583,0.52161,785,91,0.0668791,0.0286809,0.000409828,0.525811,1016,95,0.0843764,0.0289202,3,125
105100,0.0005403,0.526738,560,83,0.0516107,0.0380045,0.000433717,0.513558,767,90,0.0653456,0.0287615,0.000286305,0.519783,1003,90,0.0832968,0.023355,3,125
105100,0.000489995,0.521625,584,75,0.0538226,0.0366433,0.000389667,0.522379,792,79,0.0674755,0.025642,0.000320598,0.529423,975,78,0.0809714,0.0237399,3,125
105100,0.000354337,0.52045,578,75,0.0532697,0.0325767,0.00031788,0.542695,815,80,0.069435,0.0240799,0.00027315,0.532069,965,81,0.080141,0.0242559,3,125
105100,0.000416842,0.517894,510,67,0.0470026,0.0317508,0.000291018,0.520928,839,69,0.0714797,0.0226872,0.000275333,0.516822,976,70,0.0810545,0.0217044,3,125
105100,0.000422082,0.531919,566,68,0.0521637,0.0398223,0.00033381,0.525651,861,71,0.073354,0.0278343,0.000244935,0.518754,1038,71,0.0862034,0.0240664,3,125
105100,0.000346466,0.520036,525,74,0.0483851,0.0297885,0.000222141,0.515208,749,79,0.0638121,0.0212417,0.000203134,0.507035,889,81,0.0738293,0.020726,3,125
105100,0.000267811,0.526254,548,76,0.0505048,0.0294455,0.00025426,0.516688,775,80,0.0660272,0.0249943,0.000163422,0.524656,999,82,0.0829646,0.0209879,3,125
105100,0.00055751,0.521763,580,66,0.053454,0.0390956,0.000240575,0.538427,797,72,0.0679015,0.0254933,0.000240449,0.529528,939,73,0.0779817,0.0256093,3,125
105100,0.000345993,0.523214,548,71,0.0505048,0.0345701,0.000232627,0.526391,791,77,0.0673903,0.0250721,0.000215401,0.534379,996,78,0.0827154,0.021742,3,125
105100,0.00120582,0.523007,547,69,0.0504126,0.0304318,0.000773638,0.509745,775,78,0.0660272,0.0243599,0.00110097,0.515058,1012,76,0.0840442,0.025155,3,25
105100,0.00210781,0.522869,570,87,0.0525324,0.0350563,0.00170965,0.506644,773,92,0.0658568,0.02823,0.00180607,0.52014,1009,92,0.0837951,0.0265773,3,25
105100,0.00205268,0.526807,568,71,0.052348,0.0428332,0.00206441,0.516916,786,76,0.0669643,0.0293198,0.0017724,0.518691,1017,74,0.0844594,0.0292337,3,25
105100,0.00118591,0.524112,570,69,0.0525324,0.034803,0.000832154,0.528525,773,73,0.0658568,0.0250887,0.000931948,0.53881,976,72,0.0810545,0.0250561,3,25
105100,0.00138134,0.531505,525,69,0.0483851,0.0344941,0.000713433,0.517115,767,74,0.0653456,0.0215512,0.000690541,0.516402,952,75,0.0790614,0.0190208,3,25
105100,0.00195733,0.51824,535,70,0.0493067,0.0355079,0.00154806,0.544857,792,76,0.0674755,0.025433,0.00125893,0.532657,995,74,0.0826324,0.021415,3,25
105100,0.000829206,0.521901,513,64,0.0472791,0.0287645,0.000798565,0.530147,794,68,0.0676459,0.0214892,0.000546429,0.52957,917,68,0.0761547,0.0217466,3,25
105100,0.00149456,0.528672,555,74,0.0511499,0.0315165,0.00125199,0.520501,718,79,0.061171,0.0246377,0.00139835,0.529822,1013,80,0.0841273,0.0233175,3,25
105100,0.00224962,0.521763,555,77,0.0511499,0.0382637,0.001748,0.530573,788,81,0.0671347,0.0274589,0.00145999,0.525496,1022,79,0.0848747,0.0280794,3,25
105100,0.00182828,0.537308,558,74,0.0514264,0.0373262,0.00125166,0.519306,828,83,0.0705426,0.0320141,0.00107836,0.519027,980,83,0.0813867,0.0296561,3,25
105100,0.00191562,0.527981,545,74,0.0502283,0.0382208,0.0010437,0.526021,822,80,0.0700314,0.0220803,0.00110424,0.522807,939,81,0.0779817,0.0207086,3,25
105100,0.000996582,0.523836,569,57,0.0524402,0.0334014,0.00102255,0.524228,825,63,0.070287,0.0244753,0.000812235,0.506594,997,65,0.0827985,0.0237728,3,25
105100,0.0017297,0.532679,558,70,0.0514264,0.0355147,0.0010605,0.521497,785,73,0.0668791,0.0265111,0.000940243,0.524845,999,77,0.0829646,0.0232275,3,25
105100,0.00231211,0.529916,550,63,0.0506891,0.0391595,0.00138505,0.527756,870,68,0.0741208,0.0299016,0.0015807,0.526273,1034,71,0.0858713,0.0276751,3,25
105100,0.00183802,0.520174,576,80,0.0530853,0.0353369,0.00150417,0.521013,838,85,0.0713945,0.0239692,0.00153465,0.516213,973,85,0.0808054,0.0230167,3,25
105100,0.00132163,0.525839,526,73,0.0484772,0.0349163,0.00197135,0.526419,789,78,0.0672199,0.0300287,0.0012316,0.51342,982,79,0.0815528,0.0246993,3,25
105100,0.00157851,0.532541,558,75,0.0514264,0.0373569,0.000704884,0.529862,769,81,0.065516,0.0284208,0.000866573,0.520875,1042,81,0.0865356,0.0275413,3,25
105100,0.0020852,0.52425,558,62,0.0514264,0.0338357,0.00229389,0.511851,825,68,0.070287,0.0273609,0.00193052,0.519867,982,70,0.0815528,0.0244157,3,25
105100,0.00240286,0.529225,573,73,0.0528088,0.0394012,0.0012183,0.520785,829,77,0.0706278,0.0249834,0.00094674,0.53608,951,76,0.0789783,0.0233356,3,25
105100,0.00132564,0.525839,574,59,0.052901,0.0265668,0.00112028,0.51131,821,60,0.0699462,0.0234357,0.00111822,0.518628,1021,59,0.0847916,0.023481,3,25
105100,0.00209419,0.516927,608,64,0.0560345,0.0423078,0.00138823,0.519363,813,73,0.0692646,0.0312968,0.00133978,0.518019,969,71,0.0804732,0.0288182,3,25
105100,0.00164901,0.526807,568,63,0.052348,0.0384965,0.00102634,0.528155,814,68,0.0693498,0.0282254,0.00104081,0.51783,995,69,0.0826324,0.0268405,3,25
105100,0.00129013,0.531159,585,70,0.0539148,0.0313129,0.000843043,0.524057,816,72,0.0695202,0.0229098,0.000619826,0.532195,1022,73,0.0848747,0.0183289,3,25
105100,0.00160963,0.523007,564,80,0.0519794,0.0358362,0.00126012,0.530602,776,87,0.0661124,0.0224414,0.00129901,0.522177,1022,87,0.0848747,0.0202409,3,25
105100,0.00132346,0.516651,591,62,0.0544678,0.0356203,0.000791439,0.515237,780,70,0.0664531,0.0232101,0.00103625,0.52705,1008,69,0.083712,0.0238903,3,25
105100,0.00167325,0.531781,544,86,0.0501361,0.0375629,0.00146169,0.525309,752,87,0.0640676,0.0280349,0.00150571,0.522114,1007,85,0.083629,0.026885,3,25
105100,0.00192725,0.5228,534,68,0.0492145,0.0373696,0.0011573,0.525196,826,75,0.0703722,0.0287987,0.000962314,0.54005,990,74,0.0822172,0.027878,3,25
105100,0.00147306,0.517825,541,71,0.0498597,0.0320103,0.000741314,0.53302,770,72,0.0656012,0.0246294,0.000917734,0.524341,975,75,0.0809714,0.0234792,3,25
105100,0.00158863,0.513472,576,81,0.0530853,0.0375211,0.00120297,0.531199,766,85,0.0652604,0.0262879,0.00106487,0.535009,1001,84,0.0831307,0.0230164,3,25
105100,0.00116031,0.521003,606,68,0.0558502,0.0348337,0.00105874,0.515891,811,72,0.0690942,0.0282792,0.000918424,0.529927,985,74,0.0818019,0.0248529,3,25
105100,0.00621851,0.521763,573,78,0.0528088,0.0369976,0.0044672,0.524086,834,90,0.0710537,0.0261119,0.00394925,0.530011,974,89,0.0808884,0.025416,3,5
105100,0.00673024,0.521556,552,65,0.0508734,0.03219,0.00469576,0.534272,799,69,0.0680719,0.0240512,0.0039362,0.522345,977,71,0.0811375,0.0214302,3,5
105100,0.00603269,0.521141,567,77,0.0522559,0.03945,0.0062687,0.523545,811,85,0.0690942,0.0327175,0.0057933,0.519342,1034,84,0.0858713,0.0320256,3,5
105100,0.00651859,0.523629,564,67,0.0519794,0.0383932,0.00500508,0.523517,832,73,0.0708834,0.0309456,0.00408218,0.517116,1030,73,0.0855391,0.0283802,3,5
105100,0.00879084,0.524389,595,76,0.0548364,0.0370373,0.00902664,0.519562,812,83,0.0691794,0.0301404,0.00687784,0.519363,1037,84,0.0861204,0.0266613,3,5
105100,0.00591877,0.529363,568,79,0.052348,0.0349359,0.0043024,0.521696,845,83,0.0719909,0.0274619,0.00485653,0.523416,1021,84,0.0847916,0.0280706,3,5
105100,0.00670925,0.517203,575,68,0.0529932,0.0333089,0.00470925,0.521667,787,72,0.0670495,0.0221596,0.00483038,0.524383,998,73,0.0828815,0.0215575,3,5
105100,0.00336099,0.527774,553,78,0.0509656,0.027426,0.00180855,0.535154,789,82,0.0672199,0.0171149,0.00193972,0.517788,957,81,0.0794766,0.0173474,3,5
105100,0.00823349,0.532541,567,71,0.0522559,0.0331512,0.00473158,0.528951,773,78,0.0658568,0.0248152,0.00441675,0.525937,989,79,0.0821341,0.022117,3,5
105100,0.00632688,0.526669,602,70,0.0554815,0.0354456,0.00190336,0.52733,776,79,0.0661124,0.021108,0.00185797,0.516045,981,78,0.0814697,0.0209108,3,5
105100,0.00711084,0.529294,565,75,0.0520716,0.0348477,0.00574064,0.523944,782,80,0.0666235,0.0293212,0.00447276,0.51573,1014,82,0.0842103,0.0262377,3,5
105100,0.00821117,0.522661,605,82,0.055758,0.0399817,0.00408527,0.516773,822,84,0.0700314,0.0289819,0.00475262,0.521925,1000,87,0.0830476,0.0241543,3,5
105100,0.00524989,0.516236,559,45,0.0515186,0.0324765,0.00543428,0.520444,768,51,0.0654308,0.0242135,0.00411268,0.515961,887,55,0.0736633,0.0212749,3,5
105100,0.0100223,0.521141,573,95,0.0528088,0.0371609,0.00987708,0.521269,758,98,0.0645788,0.0300497,0.00942051,0.524887,1025,98,0.0851238,0.0272276,3,5
105100,0.00737625,0.533025,555,65,0.0511499,0.0366241,0.00463553,0.542837,798,68,0.0679867,0.0250878,0.00598398,0.537172,997,68,0.0827985,0.0273265,3,5
105100,0.00679669,0.528258,603,47,0.0555737,0.0363746,0.00389758,0.528895,821,49,0.0699462,0.0266668,0.00349994,0.515058,998,50,0.0828815,0.0270117,3,5
105100,0.00786702,0.537308,538,62,0.0495832,0.0316142,0.00696929,0.524171,779,66,0.0663679,0.0281402,0.00742399,0.52161,962,64,0.0798918,0.0259361,3,5
105100,0.00583759,0.524803,535,59,0.0493067,0.0331165,0.00485235,0.521241,785,62,0.0668791,0.0258638,0.00432394,0.522765,1007,61,0.083629,0.0255135,3,5
105100,0.00792691,0.524458,552,73,0.0508734,0.0319993,0.00651451,0.527899,778,78,0.0662828,0.0253493,0.0049202,0.519993,962,81,0.0798918,0.0198595,3,5
105100,0.00627911,0.524527,550,84,0.0506891,0.0341488,0.00459466,0.525025,801,88,0.0682423,0.0226923,0.00407888,0.52329,964,89,0.0800579,0.0204646,3,5
105100,0.0054914,0.529639,555,56,0.0511499,0.0377271,0.00458695,0.533504,755,63,0.0643232,0.0278237,0.00434183,0.524026,1019,65,0.0846255,0.0272365,3,5
