"N_gen","Herit_African","Sex_ratio_African","N_mut_African","N_sub_African","Theta_African","Het_African","Herit_European","Sex_ratio_European","N_mut_European","N_sub_European","Theta_European","Het_European","Herit_Asian","Sex_ratio_Asian","N_mut_Asian","N_sub_Asian","Theta_Asian","Het_Asian","mr","ms"
105100,0.00492159,0.523007,548,67,0.0505048,0.0334009,0.00251458,0.513302,743,72,0.0633009,0.0213046,0.00253342,0.52035,998,72,0.0828815,0.0220496,3,5
105100,0.00418467,0.525494,545,56,0.0502283,0.0309876,0.00376203,0.525935,776,62,0.0661124,0.0228542,0.00337166,0.534568,947,62,0.0786461,0.0226611,3,5
105100,0.0064807,0.527567,574,82,0.052901,0.0343501,0.00496467,0.50764,778,88,0.0662828,0.0259718,0.00392449,0.525496,996,89,0.0827154,0.0199936,3,5
105100,0.00724153,0.522869,589,65,0.0542834,0.0347598,0.00523455,0.521411,768,74,0.0654308,0.0240618,0.00600614,0.520245,927,74,0.0769852,0.0232746,3,5
105100,0.00550277,0.526254,586,71,0.054007,0.0366264,0.00579209,0.526248,793,76,0.0675607,0.0276102,0.00604432,0.520266,1028,76,0.085373,0.0269462,3,5
105100,0.0106792,0.526323,512,74,0.047187,0.0348572,0.00565094,0.526419,764,81,0.06509,0.0256606,0.0059016,0.528835,1035,84,0.0859543,0.02374,3,5
105100,0.00809707,0.54173,546,57,0.0503205,0.0345654,0.00672468,0.528013,798,63,0.0679867,0.0263592,0.00548511,0.524824,987,63,0.081968,0.0247706,3,5
105100,0.00828754,0.514509,539,68,0.0496753,0.0314697,0.00410275,0.526647,760,70,0.0647492,0.0247317,0.00555683,0.528709,1040,72,0.0863695,0.0223274,3,5
105100,0.00698516,0.527152,585,64,0.0539148,0.0370447,0.00340456,0.524427,801,70,0.0682423,0.0236528,0.00276002,0.534253,1021,70,0.0847916,0.0229776,3,5
105100,0.0229048,0.520312,555,71,0.0511499,0.0316814,0.0189621,0.513103,837,72,0.0713093,0.0280713,0.0175474,0.519825,982,74,0.0815528,0.0266988,3,1
105100,0.0203068,0.524941,542,63,0.0499518,0.0329143,0.0147934,0.521269,805,68,0.0685831,0.0209812,0.0174694,0.521715,979,69,0.0813036,0.0230912,3,1
105100,0.026583,0.513472,574,71,0.052901,0.0324951,0.0160242,0.527301,830,75,0.070713,0.0217929,0.0133999,0.519006,979,77,0.0813036,0.0238122,3,1
105100,0.0279318,0.527567,573,76,0.0528088,0.0292776,0.0152521,0.524911,805,82,0.0685831,0.0212781,0.0118348,0.527407,1059,85,0.0879474,0.0192518,3,1
105100,0.025607,0.521763,596,63,0.0549286,0.0356902,0.0191472,0.524029,811,72,0.0690942,0.0238546,0.0139281,0.528919,1009,75,0.0837951,0.0217095,3,1
105100,0.02434,0.517963,572,80,0.0527167,0.0372143,0.0166935,0.52437,785,81,0.0668791,0.0285797,0.0236204,0.520308,979,82,0.0813036,0.0277977,3,1
105100,0.0239437,0.523974,519,68,0.0478321,0.0295833,0.0163088,0.526106,747,73,0.0636417,0.0240402,0.0151938,0.526672,1025,74,0.0851238,0.0222901,3,1
105100,0.0299805,0.5228,577,86,0.0531775,0.0344679,0.00869392,0.528155,770,96,0.0656012,0.0208013,0.00989782,0.533539,989,95,0.0821341,0.0200312,3,1
105100,0.0281296,0.530745,557,86,0.0513343,0.0305195,0.0212893,0.52033,767,91,0.0653456,0.0236147,0.0167439,0.524614,955,91,0.0793105,0.0218989,3,1
105100,0.0231881,0.526185,534,54,0.0492145,0.0295162,0.0124178,0.525537,807,57,0.0687534,0.0203081,0.0115062,0.522093,1001,59,0.0831307,0.0188475,3,1
105100,0.0370197,0.53033,537,74,0.049491,0.0326989,0.0212865,0.518879,806,78,0.0686683,0.0240107,0.0132917,0.523543,1045,81,0.0867848,0.0196394,3,1
105100,0.0244603,0.523352,560,76,0.0516107,0.0354903,0.013598,0.521326,778,79,0.0662828,0.0249665,0.0156253,0.525664,1043,80,0.0866187,0.0248398,3,1
105100,0.0272888,0.521901,571,90,0.0526245,0.0315202,0.0159724,0.522094,743,97,0.0633009,0.0216775,0.0185921,0.522786,938,96,0.0778987,0.021887,3,1
105100,0.0306367,0.519829,579,61,0.0533618,0.0408423,0.0199398,0.518452,832,65,0.0708834,0.027429,0.021491,0.52537,990,71,0.0822172,0.0280786,3,1
105100,0.030823,0.524665,533,81,0.0491224,0.0335921,0.0259074,0.523062,819,86,0.0697758,0.0270448,0.0233818,0.517851,932,87,0.0774004,0.0227032,3,1
105100,0.0329788,0.527636,544,61,0.0501361,0.0355406,0.027469,0.525822,769,63,0.065516,0.0266316,0.0222056,0.524383,978,62,0.0812206,0.022747,3,1
105100,0.0383532,0.526254,604,64,0.0556659,0.0340808,0.0271978,0.526533,800,68,0.0681571,0.025267,0.0285073,0.522345,997,69,0.0827985,0.0260931,3,1
105100,0.050057,0.519552,533,87,0.0491224,0.0353149,0.0305564,0.523147,793,95,0.0675607,0.0241365,0.0259753,0.527953,1056,97,0.0876983,0.0220868,3,1
105100,0.0215961,0.527774,536,67,0.0493989,0.0293268,0.021474,0.519505,771,75,0.0656864,0.0243374,0.0164723,0.528667,984,76,0.0817189,0.0197174,3,1
105100,0.0229333,0.527912,610,82,0.0562188,0.0348982,0.0102044,0.519505,767,86,0.0653456,0.0206713,0.0126567,0.52077,988,85,0.0820511,0.0230394,3,1
105100,0.0258847,0.533923,591,65,0.0544678,0.0359612,0.0232263,0.523119,730,71,0.0621933,0.0248789,0.0157705,0.525118,1037,71,0.0861204,0.0233995,3,1
105100,0.0211776,0.528119,507,70,0.0467262,0.0297569,0.0143298,0.531455,817,78,0.0696054,0.0231098,0.0139257,0.523164,1003,76,0.0832968,0.022015,3,1
105100,0.0297535,0.518309,613,59,0.0564953,0.0391698,0.0210171,0.530203,790,61,0.0673051,0.0250663,0.0236231,0.520014,948,62,0.0787292,0.0224241,3,1
105100,0.0230754,0.516651,575,73,0.0529932,0.0360552,0.0164929,0.53265,786,81,0.0669643,0.0286619,0.0151087,0.522093,1012,82,0.0840442,0.0254491,3,1
105100,0.0222841,0.533301,552,67,0.0508734,0.0297743,0.0165034,0.519277,835,72,0.0711389,0.0205037,0.0122003,0.516423,999,73,0.0829646,0.0179291,3,1
105100,0.02331,0.529916,566,78,0.0521637,0.0342917,0.0187824,0.5277,792,80,0.0674755,0.0278817,0.0169742,0.517809,1070,80,0.088861,0.0267889,3,1
105100,0.0266523,0.530123,579,62,0.0533618,0.0417285,0.0181997,0.530403,840,68,0.0715649,0.0318523,0.0192682,0.521421,981,69,0.0814697,0.0301668,3,1
105100,0.0208376,0.523698,559,75,0.0515186,0.0322821,0.022203,0.528183,783,78,0.0667087,0.0241111,0.0129995,0.516318,939,78,0.0779817,0.0225248,3,1
105100,0.0247917,0.532127,533,83,0.0491224,0.0305428,0.0163709,0.52181,812,89,0.0691794,0.0247369,0.0147124,0.522849,951,90,0.0789783,0.0251572,3,1
105100,0.0219241,0.521418,557,77,0.0513343,0.0248398,0.0167868,0.530516,809,81,0.0689238,0.0182827,0.0100983,0.518922,991,82,0.0823002,0.0175342,3,1
105100,0.150079,0.52273,573,75,0.0528088,0.0367517,0.144755,0.531768,842,82,0.0717353,0.0259184,0.147584,0.522723,1020,82,0.0847086,0.0277043,3,2
105100,0.0593058,0.517963,561,71,0.0517029,0.0312765,0.0904383,0.529293,778,77,0.0662828,0.0257949,0.0542132,0.525979,981,80,0.0814697,0.023982,3,2
105100,0.118789,0.526392,551,71,0.0507813,0.0316058,0.10617,0.529976,770,78,0.0656012,0.0221524,0.104179,0.52873,972,79,0.0807223,0.0225628,3,2
105100,0.0949661,0.520727,532,75,0.0490302,0.0349496,0.0715453,0.52733,766,81,0.0652604,0.0271585,0.0634487,0.523038,1052,82,0.0873661,0.0239427,3,2
105100,0.128463,0.523214,564,65,0.0519794,0.0335234,0.175497,0.519363,770,72,0.0656012,0.0276443,0.144959,0.523017,1055,72,0.0876153,0.0239608,3,2
105100,0.100342,0.519621,544,71,0.0501361,0.0322095,0.0758102,0.517086,774,75,0.065942,0.0256793,0.0628221,0.521295,1009,75,0.0837951,0.0227147,3,2
105100,0.110701,0.518723,568,66,0.052348,0.0321493,0.0799597,0.527074,832,71,0.0708834,0.0278236,0.0858973,0.527428,1003,71,0.0832968,0.0292446,3,2
105100,0.104362,0.528948,561,75,0.0517029,0.0400889,0.082403,0.521269,797,78,0.0679015,0.0323637,0.0787123,0.520707,1034,79,0.0858713,0.0301733,3,2
105100,0.0777001,0.524181,560,71,0.0516107,0.0343295,0.0736895,0.523574,810,78,0.069009,0.0265177,0.072536,0.519363,988,79,0.0820511,0.0248342,3,2
105100,0.103425,0.533577,594,74,0.0547442,0.034289,0.0683923,0.53046,797,80,0.0679015,0.0226177,0.0741578,0.521694,1019,82,0.0846255,0.021176,3,2
105100,0.115754,0.516927,564,73,0.0519794,0.036526,0.082938,0.525423,800,75,0.0681571,0.02695,0.0934749,0.525076,1030,74,0.0855391,0.0286945,3,2
105100,0.0941107,0.526461,556,83,0.0512421,0.0311632,0.0775232,0.523631,790,90,0.0673051,0.0246483,0.0948955,0.524467,1004,89,0.0833798,0.0247181,3,2
105100,0.139696,0.524458,550,77,0.0506891,0.0286204,0.0784464,0.528809,754,78,0.064238,0.0229454,0.0732189,0.525538,972,81,0.0807223,0.0212713,3,2
105100,0.109891,0.523836,564,75,0.0519794,0.0320416,0.0674316,0.520558,803,81,0.0684127,0.0231311,0.0754969,0.522618,1033,81,0.0857882,0.022172,3,2
105100,0.106651,0.51976,595,63,0.0548364,0.0402513,0.0575521,0.524427,801,73,0.0682423,0.0262357,0.0581307,0.527323,1041,75,0.0864526,0.0269622,3,2
105100,0.0915889,0.529087,541,73,0.0498597,0.0319022,0.0640816,0.528069,773,76,0.0658568,0.0211362,0.0666195,0.527113,960,77,0.0797257,0.0178641,3,2
105100,0.0975397,0.513542,551,74,0.0507813,0.0345438,0.0685747,0.525622,784,77,0.0667939,0.0278474,0.0659614,0.529654,965,76,0.080141,0.024275,3,2
105100,0.0858258,0.526599,564,75,0.0519794,0.0319378,0.0685471,0.526135,842,79,0.0717353,0.0235303,0.0508105,0.525391,984,79,0.0817189,0.0220221,3,2
105100,0.118979,0.524734,607,70,0.0559424,0.0377611,0.0844175,0.525196,776,74,0.0661124,0.0273546,0.0792549,0.51993,1014,79,0.0842103,0.0272739,3,2
105100,0.103372,0.518171,579,71,0.0533618,0.035835,0.0558104,0.520131,756,78,0.0644084,0.0235298,0.0709369,0.518817,1019,80,0.0846255,0.0231752,3,2
105100,0.124623,0.519898,601,88,0.0553894,0.0386038,0.0858154,0.517286,818,91,0.0696906,0.0286308,0.0898748,0.525811,1053,90,0.0874492,0.0271569,3,2
105100,0.131469,0.521694,545,53,0.0502283,0.0344427,0.122739,0.524228,836,62,0.0712241,0.0268231,0.109828,0.525475,1033,62,0.0857882,0.0274396,3,2
105100,0.058573,0.521625,566,81,0.0521637,0.0327325,0.0413219,0.524143,773,84,0.0658568,0.0242027,0.0491042,0.525517,954,87,0.0792274,0.022749,3,2
105100,0.103676,0.517687,534,73,0.0492145,0.0327551,0.0531809,0.522692,803,79,0.0684127,0.0245425,0.0483555,0.52726,1020,81,0.0847086,0.0224996,3,2
105100,0.10841,0.526738,564,58,0.0519794,0.0367574,0.0657426,0.518907,809,67,0.0689238,0.0226731,0.0538353,0.522072,959,66,0.0796427,0.0226029,3,2
105100,0.082916,0.525909,548,81,0.0505048,0.0339201,0.0862496,0.523716,798,86,0.0679867,0.0223201,0.0549163,0.52035,1004,85,0.0833798,0.0192564,3,2
105100,0.111896,0.526047,596,70,0.0549286,0.0381229,0.0757454,0.521326,783,72,0.0667087,0.0295287,0.0710892,0.523038,1001,73,0.0831307,0.0269911,3,2
105100,0.127037,0.530399,615,72,0.0566797,0.0398169,0.084782,0.524996,778,81,0.0662828,0.0272235,0.0698067,0.518817,1052,82,0.0873661,0.0241325,3,2
105100,0.166503,0.520243,530,82,0.0488459,0.0339888,0.123514,0.526704,778,91,0.0662828,0.0259022,0.129109,0.528982,1026,91,0.0852069,0.0228418,3,2
105100,0.0885306,0.517687,619,73,0.0570483,0.0378583,0.0640813,0.52437,794,74,0.0676459,0.0239071,0.0476717,0.526021,1008,76,0.083712,0.0203015,3,2
105100,0.27285,0.521694,565,62,0.0520716,0.0319742,0.231814,0.527045,814,66,0.0693498,0.0282163,0.240912,0.526567,993,67,0.0824663,0.0264343,3,4
105100,0.26441,0.523974,555,65,0.0511499,0.036827,0.201651,0.525964,764,67,0.06509,0.0250106,0.170881,0.526819,966,69,0.080224,0.0236523,3,4
105100,0.310555,0.518516,576,66,0.0530853,0.0367315,0.227746,0.526846,782,69,0.0666235,0.0303903,0.275058,0.525601,1033,68,0.0857882,0.0269807,3,4
105100,0.259282,0.525909,535,69,0.0493067,0.0361255,0.230272,0.518907,818,74,0.0696906,0.0225992,0.17661,0.521883,998,78,0.0828815,0.0208139,3,4
105100,0.232409,0.527567,572,68,0.0527167,0.0319231,0.177446,0.526533,769,78,0.065516,0.0215833,0.202516,0.525643,983,76,0.0816358,0.0237812,3,4
105100,0.276252,0.5152,555,65,0.0511499,0.0325387,0.169245,0.526021,842,65,0.0717353,0.0232037,0.152226,0.521799,965,65,0.080141,0.0222919,3,4
105100,0.362876,0.526461,566,66,0.0521637,0.0388597,0.254369,0.527358,754,73,0.064238,0.026481,0.258008,0.520644,996,74,0.0827154,0.0259925,3,4
105100,0.346399,0.53641,584,59,0.0538226,0.0411556,0.21893,0.533732,824,61,0.0702018,0.0266948,0.255114,0.526462,1028,62,0.085373,0.0243728,3,4
105100,0.351914,0.525632,578,59,0.0532697,0.0402042,0.308475,0.524057,862,68,0.0734392,0.0306423,0.325148,0.52705,1076,67,0.0893593,0.0317945,3,4
105100,0.280205,0.519138,534,77,0.0492145,0.0306405,0.234952,0.518338,786,80,0.0669643,0.0217795,0.216365,0.521505,963,80,0.0799749,0.0232213,3,4
105100,0.299212,0.520036,587,69,0.0540991,0.0371938,0.260287,0.522236,741,72,0.0631305,0.0276039,0.267762,0.523774,1016,72,0.0843764,0.0252042,3,4
105100,0.338471,0.529087,485,82,0.0446986,0.0335409,0.251619,0.529151,803,85,0.0684127,0.0290826,0.241537,0.52642,997,86,0.0827985,0.0277231,3,4
105100,0.318052,0.518585,571,70,0.0526245,0.0388514,0.202177,0.524228,786,75,0.0669643,0.0276875,0.194168,0.521673,1005,75,0.0834629,0.0233631,3,4
105100,0.254893,0.523007,555,86,0.0511499,0.0342235,0.168863,0.524712,857,89,0.0730133,0.0229072,0.117095,0.530095,1016,93,0.0843764,0.0175902,3,4
105100,0.292202,0.523629,548,67,0.0505048,0.031734,0.22903,0.527557,803,72,0.0684127,0.0242815,0.22157,0.521358,996,74,0.0827154,0.0233382,3,4
105100,0.375934,0.53185,550,66,0.0506891,0.0336301,0.291764,0.524001,773,73,0.0658568,0.0233674,0.243597,0.52789,1018,74,0.0845425,0.0195186,3,4
105100,0.41342,0.528672,578,72,0.0532697,0.0370438,0.374071,0.526561,790,75,0.0673051,0.0266235,0.324426,0.523185,992,77,0.0823833,0.0240905,3,4
105100,0.33278,0.527567,584,68,0.0538226,0.0366839,0.260743,0.526476,786,72,0.0669643,0.0281017,0.219325,0.521085,1061,73,0.0881135,0.025836,3,4
105100,0.348979,0.531159,586,89,0.054007,0.0382191,0.278141,0.523261,801,95,0.0682423,0.0260884,0.231246,0.51846,990,95,0.0822172,0.023293,3,4
105100,0.358033,0.521556,545,60,0.0502283,0.0329292,0.415583,0.520672,826,64,0.0703722,0.0257288,0.403645,0.528709,1022,64,0.0848747,0.0270086,3,4
105100,0.250902,0.527981,588,64,0.0541913,0.0330373,0.213676,0.52713,793,71,0.0675607,0.0223365,0.17298,0.524782,1010,72,0.0838781,0.0210016,3,4
105100,0.257921,0.525978,563,74,0.0518872,0.0321261,0.162635,0.52161,704,79,0.0599782,0.0200023,0.191453,0.525286,981,79,0.0814697,0.0204346,3,4
105100,0.265402,0.524872,583,66,0.0537305,0.0435773,0.173449,0.530374,832,74,0.0708834,0.0281673,0.184261,0.5193,980,74,0.0813867,0.0263693,3,4
105100,0.364116,0.511676,601,72,0.0553894,0.04298,0.262622,0.523744,802,81,0.0683275,0.0286762,0.268404,0.524404,986,81,0.081885,0.0304835,3,4
105100,0.279277,0.526599,565,75,0.0520716,0.0320121,0.1968,0.527956,796,78,0.0678163,0.0258523,0.172422,0.517536,1061,80,0.0881135,0.0204689,3,4
105100,0.241903,0.524872,531,60,0.048938,0.0283004,0.290366,0.521639,761,63,0.0648344,0.0229304,0.288077,0.524257,952,63,0.0790614,0.0208024,3,4
105100,0.325074,0.511123,550,74,0.0506891,0.0337547,0.273853,0.523944,804,76,0.0684979,0.0212379,0.318533,0.529087,1014,77,0.0842103,0.0227082,3,4
105100,0.287558,0.520796,568,71,0.052348,0.0377764,0.184009,0.518651,792,82,0.0674755,0.0248819,0.171945,0.52245,970,85,0.0805562,0.0226229,3,4
105100,0.3106,0.52881,593,59,0.0546521,0.0427928,0.287613,0.525082,803,69,0.0684127,0.0269434,0.224197,0.526105,958,68,0.0795596,0.027598,3,4
105100,0.294545,0.536341,549,75,0.050597,0.0338764,0.199834,0.531114,755,79,0.0643232,0.0217697,0.232977,0.521295,968,78,0.0803901,0.0256277,3,4
105100,0.615075,0.524389,620,62,0.0571405,0.0411989,0.592684,0.520615,841,69,0.0716501,0.0285992,0.56467,0.525517,997,68,0.0827985,0.0277052,3,8
105100,0.576578,0.531643,538,75,0.0495832,0.0355402,0.467691,0.526248,784,83,0.0667939,0.0240145,0.5002,0.518229,1044,84,0.0867017,0.0206085,3,8
105100,0.59276,0.540832,565,77,0.0520716,0.0383579,0.585148,0.523289,822,79,0.0700314,0.0285405,0.557001,0.529612,920,80,0.0764038,0.0267792,3,8
105100,0.576692,0.521556,572,62,0.0527167,0.0385044,0.527828,0.524627,818,67,0.0696906,0.0267711,0.499372,0.525727,966,68,0.080224,0.0235449,3,8
105100,0.588009,0.525287,536,77,0.0493989,0.0368437,0.486449,0.527813,833,82,0.0709686,0.0254547,0.464095,0.532447,991,83,0.0823002,0.0257964,3,8
105100,0.569908,0.518585,555,83,0.0511499,0.0322858,0.529938,0.531199,805,90,0.0685831,0.0254938,0.517454,0.523837,975,93,0.0809714,0.0230367,3,8
105100,0.574425,0.523767,570,76,0.0525324,0.0333382,0.433525,0.523887,786,79,0.0669643,0.0237431,0.461598,0.525769,978,79,0.0812206,0.0210488,3,8
105100,0.478775,0.523283,517,75,0.0476478,0.0285675,0.475263,0.533646,822,76,0.0700314,0.0250165,0.467748,0.531187,1027,77,0.0852899,0.0240375,3,8
105100,0.558796,0.515407,580,59,0.053454,0.0334392,0.463704,0.524114,796,65,0.0678163,0.0232886,0.429175,0.522828,1013,65,0.0841273,0.0221291,3,8
105100,0.533526,0.527498,534,76,0.0492145,0.0301336,0.533624,0.529862,761,81,0.0648344,0.0239056,0.53934,0.524656,984,82,0.0817189,0.0242133,3,8
105100,0.578937,0.520174,552,63,0.0508734,0.0328182,0.486535,0.515834,765,67,0.0651752,0.0235566,0.467145,0.525517,950,67,0.0788953,0.0215668,3,8
105100,0.484061,0.523836,598,76,0.0551129,0.0329693,0.429615,0.51666,814,82,0.0693498,0.0255012,0.45259,0.525286,999,84,0.0829646,0.0221739,3,8
105100,0.535366,0.521694,572,70,0.0527167,0.0354863,0.51541,0.517798,779,75,0.0663679,0.0263732,0.490006,0.522093,981,75,0.0814697,0.0236193,3,8
105100,0.586553,0.520934,546,57,0.0503205,0.0329261,0.487253,0.527529,758,64,0.0645788,0.0188551,0.44486,0.531544,959,66,0.0796427,0.017418,3,8
105100,0.632413,0.536479,559,63,0.0515186,0.0373697,0.534023,0.529976,814,69,0.0693498,0.0294208,0.539388,0.518271,1051,69,0.0872831,0.0270304,3,8
105100,0.560864,0.515545,572,74,0.0527167,0.0342643,0.511648,0.527557,774,78,0.065942,0.0285404,0.5307,0.531355,997,80,0.0827985,0.0276778,3,8
105100,0.605,0.526807,640,73,0.0589837,0.034927,0.533466,0.526618,767,76,0.0653456,0.0229636,0.526401,0.528898,986,75,0.081885,0.0231427,3,8
105100,0.525603,0.531919,550,82,0.0506891,0.0331523,0.419985,0.526675,804,84,0.0684979,0.0255367,0.393762,0.519846,989,87,0.0821341,0.023331,3,8
105100,0.594378,0.523076,592,68,0.0545599,0.0368751,0.410441,0.534073,776,78,0.0661124,0.020017,0.449617,0.527848,997,79,0.0827985,0.0216031,3,8
105100,0.591141,0.523767,613,70,0.0564953,0.0423975,0.530569,0.53524,801,78,0.0682423,0.030346,0.494685,0.522849,975,79,0.0809714,0.0258619,3,8
105100,0.538207,0.523974,542,76,0.0499518,0.0361529,0.438207,0.529976,810,83,0.069009,0.0260781,0.428154,0.527449,998,85,0.0828815,0.0244165,3,8
105100,0.601843,0.527014,547,75,0.0504126,0.0336732,0.521109,0.520586,786,80,0.0669643,0.0244751,0.46393,0.530284,980,80,0.0813867,0.0227859,3,8
105100,0.545819,0.531159,560,79,0.0516107,0.0367843,0.516941,0.518907,829,85,0.0706278,0.027175,0.510402,0.525223,981,84,0.0814697,0.0258351,3,8
105100,0.524055,0.530745,539,80,0.0496753,0.0319737,0.56492,0.521554,777,82,0.0661976,0.0257511,0.549253,0.521547,1023,81,0.0849577,0.0236111,3,8
105100,0.546944,0.522178,576,74,0.0530853,0.0355365,0.510383,0.526362,782,78,0.0666235,0.026243,0.510296,0.525307,1025,80,0.0851238,0.024394,3,8
105100,0.5339,0.529294,534,78,0.0492145,0.0360673,0.558781,0.528638,806,83,0.0686683,0.0308105,0.51605,0.527092,997,83,0.0827985,0.0254463,3,8
105100,0.569737,0.526461,576,51,0.0530853,0.0340309,0.53704,0.519277,817,54,0.0696054,0.0315919,0.519385,0.528415,991,54,0.0823002,0.0311358,3,8
105100,0.618571,0.515269,570,66,0.0525324,0.0361337,0.531742,0.531171,782,69,0.0666235,0.0236643,0.494258,0.523648,1031,73,0.0856221,0.0232334,3,8
105100,0.581592,0.515821,615,90,0.0566797,0.0364841,0.553693,0.520785,770,99,0.0656012,0.0276175,0.510399,0.518859,971,99,0.0806393,0.0238893,3,8
105100,0.584777,0.529363,495,69,0.0456202,0.0294385,0.537384,0.53322,828,75,0.0705426,0.0223385,0.473257,0.523522,1022,77,0.0848747,0.0184601,3,8
105100,0.766461,0.537446,627,99,0.0577856,0.0451089,0.69907,0.519932,799,104,0.0680719,0.030837,0.708042,0.527197,1011,107,0.0839612,0.0298993,3,16
105100,0.769741,0.516858,540,62,0.0497675,0.0369063,0.718568,0.523887,791,72,0.0673903,0.0250778,0.694525,0.521211,998,75,0.0828815,0.0224468,3,16
105100,0.759835,0.536065,565,58,0.0520716,0.0331372,0.730134,0.532167,757,60,0.0644936,0.0274209,0.739543,0.518061,941,61,0.0781478,0.0255529,3,16
105100,0.697083,0.51444,562,93,0.0517951,0.0314747,0.630741,0.526021,739,95,0.0629601,0.0193333,0.670246,0.522219,1004,95,0.0833798,0.0208758,3,16
105100,0.748772,0.516789,597,79,0.0550207,0.0399928,0.719681,0.521127,780,82,0.0664531,0.0245856,0.734309,0.518796,1000,81,0.0830476,0.0255396,3,16
105100,0.737339,0.525218,588,77,0.0541913,0.0335607,0.676098,0.516204,784,81,0.0667939,0.0233493,0.671064,0.521904,934,82,0.0775665,0.0230265,3,16
105100,0.762106,0.51824,557,59,0.0513343,0.0352212,0.691886,0.519021,767,63,0.0653456,0.0265216,0.720021,0.529885,968,66,0.0803901,0.0259476,3,16
105100,0.73454,0.533923,573,59,0.0528088,0.0341218,0.704567,0.537118,777,62,0.0661976,0.0233678,0.683814,0.528142,962,60,0.0798918,0.0217622,3,16
105100,0.747168,0.520312,548,80,0.0505048,0.0317144,0.665124,0.523119,754,87,0.064238,0.0178303,0.670157,0.523269,942,88,0.0782309,0.0160798,3,16
105100,0.742579,0.505182,548,75,0.0505048,0.032755,0.693316,0.520501,761,81,0.0648344,0.0259059,0.679648,0.517032,1067,82,0.0886118,0.0239078,3,16
105100,0.74662,0.521694,568,65,0.052348,0.0320817,0.697835,0.522549,768,72,0.0654308,0.0231535,0.667304,0.519342,979,71,0.0813036,0.020482,3,16
105100,0.801039,0.521487,557,64,0.0513343,0.0438307,0.747607,0.531569,842,64,0.0717353,0.0298632,0.754536,0.524131,1055,67,0.0876153,0.0272335,3,16
105100,0.722454,0.53109,528,72,0.0486616,0.0329706,0.693258,0.521098,791,78,0.0673903,0.0248649,0.688458,0.530305,979,78,0.0813036,0.0251223,3,16
105100,0.743307,0.524734,549,78,0.050597,0.0345911,0.680336,0.529976,780,82,0.0664531,0.0206609,0.647077,0.519993,1045,86,0.0867848,0.0178321,3,16
105100,0.764808,0.51292,563,81,0.0518872,0.0345815,0.739924,0.528183,737,86,0.0627897,0.0253062,0.705384,0.517893,993,86,0.0824663,0.0260905,3,16
105100,0.729641,0.534821,595,71,0.0548364,0.0316619,0.717724,0.52511,820,72,0.069861,0.0265469,0.725284,0.528457,1004,75,0.0833798,0.0243717,3,16
105100,0.768565,0.532196,624,84,0.0575091,0.0418803,0.687821,0.519192,767,90,0.0653456,0.0268934,0.708333,0.529759,995,93,0.0826324,0.0258568,3,16
105100,0.751681,0.532265,535,59,0.0493067,0.0349205,0.734837,0.520387,793,60,0.0675607,0.0289783,0.742153,0.518271,1053,62,0.0874492,0.0271926,3,16
105100,0.738199,0.52349,558,69,0.0514264,0.0292838,0.704831,0.525423,799,70,0.0680719,0.0266831,0.682773,0.528373,980,72,0.0813867,0.0241883,3,16
105100,0.752217,0.516927,553,67,0.0509656,0.0333506,0.686199,0.522123,767,73,0.0653456,0.0223114,0.691437,0.522177,994,72,0.0825494,0.0200596,3,16
105100,0.770669,0.516443,601,62,0.0553894,0.0423073,0.726297,0.519078,845,67,0.0719909,0.0309827,0.718102,0.524572,1033,71,0.0857882,0.0277341,3,16
105100,0.745136,0.537446,554,70,0.0510578,0.0312319,0.714458,0.526135,763,72,0.0650048,0.0231989,0.695798,0.525685,1003,73,0.0832968,0.0241612,3,16
105100,0.728394,0.518792,535,69,0.0493067,0.0353266,0.724888,0.52972,792,72,0.0674755,0.0257609,0.687022,0.525223,1025,79,0.0851238,0.0217742,3,16
105100,0.772278,0.503662,548,88,0.0505048,0.0340454,0.726553,0.538199,835,96,0.0711389,0.0235981,0.724183,0.524971,1012,94,0.0840442,0.0203672,3,16
105100,0.760652,0.523767,539,79,0.0496753,0.036365,0.722878,0.523602,809,83,0.0689238,0.0278231,0.707065,0.528205,985,84,0.0818019,0.0237262,3,16
105100,0.729629,0.525218,551,77,0.0507813,0.032611,0.725056,0.52383,800,83,0.0681571,0.0246829,0.725162,0.522471,1023,85,0.0849577,0.0249676,3,16
105100,0.715351,0.533854,577,67,0.0531775,0.0321327,0.67909,0.534585,746,73,0.0635565,0.0235386,0.6801,0.528772,1028,72,0.085373,0.0226087,3,16
105100,0.729433,0.529018,532,68,0.0490302,0.0359396,0.69623,0.524484,822,72,0.0700314,0.0262493,0.701449,0.524194,1027,73,0.0852899,0.0241301,3,16
105100,0.755429,0.520105,550,82,0.0506891,0.0359157,0.73,0.531882,816,88,0.0695202,0.024597,0.719918,0.531418,998,90,0.0828815,0.0227671,3,16
105100,0.741153,0.531159,572,92,0.0527167,0.035084,0.712667,0.527842,779,98,0.0663679,0.0254702,0.675301,0.526924,1026,98,0.0852069,0.0223933,3,16
105100,6.70795e-05,0.509603,58,8,0.0053454,0.00281329,1.34038e-05,0.503599,66,8,0.00562296,0.00137641,8.66781e-06,0.507161,100,8,0.00830476,0.00121957,4,125
